Mean Error (SUV),Mean Absolure Error (SUV),Relative Error (SUV%),Absolure Relative Error (SUV%),Root Mean Squared Error,Peak Signal-to-Noise Ratio,Structual Similarity Index,Center,Dataset
-1.196977601612064,1.880488414439791,-23.590439740241376,42.682062177749394,4.863193932241499,41.29820455012309,0.8453102346228474,C1,ADCM
-0.44797071896095536,1.2660900199463012,3.856693657075382,39.99241977265376,3.998148061148042,37.27671634334561,0.9184717120008968,C1,ADCM
-0.47455116738270775,1.774806238382273,-12.434156931261269,48.79906881880511,4.799574914552633,37.137536826009885,0.8555233848976742,C2,ADCM
0.2376563899291034,1.6669762820286602,-4.194909423410639,45.239406371020486,5.980826802215312,37.15380346216354,0.8471492951925677,C2,ADCM
0.3852416135914653,2.417950310535376,4.835176884971515,45.4209292097745,10.657650243441115,39.02151770496132,0.9277418775738474,C3,ADCM
-0.8486462036662266,2.175185263684893,-11.301735846340222,47.47669199069829,5.582730035201733,39.42022616208711,0.8627385885831813,C3,ADCM
0.4126769260847284,2.1574181998051896,5.188517209614238,58.589888600936455,7.430093489690742,36.66359614305426,0.8485808650533954,C4,ADCM
-0.1998214936687646,2.17899787337397,-17.66093983420103,44.88708821088323,8.640560572847736,36.44872136940843,0.8336924910416597,C4,ADCM
-2.2030919730982155,2.9804054527719193,-16.167882122322727,49.759366427211454,9.452785399269949,35.91757051179342,0.8597150397833233,C5,ADCM
-1.8804897109612755,2.799937781962118,-41.52925315197616,53.009684809881655,6.124299524433846,35.334924241977475,0.8344712115704281,C5,ADCM
-1.2005137592391362,2.232776524518547,-41.913740713103415,56.622188463599734,4.891045374097005,35.50068626902626,0.8071232563693581,C5,ADCM
-0.2216149301901384,2.441032546117793,-32.89061668426136,48.3809708897007,9.993458363122144,36.0239675576474,0.8653864673128489,C5,ADCM
-0.45848193006926824,2.3603298661204715,-34.48392541006232,50.39542830961812,6.5798590432266915,35.13994322887836,0.8612115012832419,C5,ADCM
-1.883048032926861,2.4304412381546263,-43.71753046991208,57.15121727091989,4.244517498165297,38.1901154055937,0.8176033251506033,C5,ADCM
-0.8589124177462893,2.489204533386103,-41.69288797742991,53.18070018885267,7.058552147290514,37.11588356379107,0.8382178802206542,C5,ADCM
0.3359204610909369,2.7625054051080045,-26.540160647893345,45.51805913598073,14.55182453749844,35.82957657967792,0.8761819799444915,C5,ADCM
-0.14089457172573325,2.9428830171760345,-35.77478373691839,50.494168282669186,16.301826702852335,36.79847055188665,0.8471818174579425,C5,ADCM
-0.8336443009742718,2.9778805293494273,-34.977362018024465,47.88914959899252,13.61744724146552,38.7146957395969,0.8657629945200288,C5,ADCM
-1.0355868913036663,2.1099704335745084,-31.15088680200139,53.28684341928776,5.541016305232548,31.569138462207206,0.836426004589788,C5,ADCM
0.8410035951045376,3.4999027271606535,-29.00885809514885,49.41933302021662,20.38899696466553,34.7884971683139,0.8614479188218334,C5,ADCM
-1.1891445939476657,1.517361489996696,-21.4064734906955,38.811979207023235,2.9553538478909167,40.86124457433583,0.8804585386174477,C1,Multi-Center
0.25199723900577425,0.8275240137907782,20.459027122852813,36.570637216268,1.8214795679674693,40.397126238604315,0.9559231865026651,C1,Multi-Center
-0.3452557280437059,0.9869154858559933,-4.024622825934589,30.942896442386385,2.4832168573926623,36.857095303091526,0.9441143350838228,C2,Multi-Center
0.4697239865537157,0.9437248147227837,16.398120394283332,32.340825474377446,2.7217213253717714,35.71672352954336,0.9450080200273958,C2,Multi-Center
-0.2674774272445508,1.0744210906700502,5.178802828692971,29.086783536506932,3.015070204129228,41.078568435351556,0.9745257077143914,C3,Multi-Center
-1.1910467561811826,1.5142801760010207,-12.18175390638299,33.4049416561125,3.0270638929338958,36.38725800691914,0.9355879076836431,C3,Multi-Center
-0.571929280222022,1.4565999868643928,16.096421753302316,51.82847581148532,3.5014984623808156,34.57794939208783,0.9085507869546844,C4,Multi-Center
-1.6510359789546527,1.8881776105052597,-29.688407293412205,38.06657674471886,3.6430701261837615,35.4428735186958,0.8988007787324649,C4,Multi-Center
-2.8029822558851394,4.417342194370151,34.93479494129688,82.98591412449429,14.347299687978257,24.68406119573516,0.816742360315431,C5,Multi-Center
-2.61883826259063,2.8076072389118965,-37.988202045678044,49.913153443677274,4.9004347853527985,32.7362690962123,0.870126709811121,C5,Multi-Center
-2.0589265409436432,2.4864845848901043,-19.460334206993334,50.006770440390035,5.378506995482689,30.020325923715596,0.8844963313753432,C5,Multi-Center
-1.3804961383168628,1.7319208581558423,-23.359918246196006,39.67654184155617,3.80875704623365,33.803310390531635,0.9214232066689543,C5,Multi-Center
-1.522223770412285,1.7898230202118135,-27.700248978448066,41.71946740401663,3.387557456278915,35.105310562443826,0.9218497286878402,C5,Multi-Center
-1.9142766090558894,2.177386542876722,-32.64415987217725,46.54099807258531,3.850960355777846,34.504936601746515,0.8995953952439322,C5,Multi-Center
-2.5051036116480816,2.707857556805558,-35.89412431761091,50.0664122597875,5.4677740993785555,32.8616988721544,0.8666346285191655,C5,Multi-Center
-1.4837188627091455,1.85889431495399,-18.851572169559613,39.79640844342531,4.070693125723661,33.7172776225449,0.9147099526686469,C5,Multi-Center
-1.57910135796933,1.921940169312726,-22.349632755508274,40.24100111309915,4.075301216899226,34.33927263538724,0.9150051184892029,C5,Multi-Center
-2.1175220181913006,2.5885438699993197,-19.593642881256137,45.45636864548664,7.256266518006886,29.325162736207737,0.8989801476744433,C5,Multi-Center
-0.8593295086365987,1.623257134108491,-4.089211904999517,49.27399282563712,2.9574690689081,34.8118539503028,0.9113538599693225,C5,Multi-Center
-2.242819236182748,2.485387858809451,-31.47861768641412,45.769655053806865,5.409193346430935,31.093534622059785,0.8918863524895314,C5,Multi-Center
